title,url,description
Carbon Fiber katana making of [by Bustyle feat. BlackTech],https://www.youtube.com/watch?v=U0An7iu94ZU,"🔥碳纖維日本刀full making-of!!!🗡

再次結合3d打印 及 碳纖維技術
feat. blacktechology
打造碳纖維日本刀🗡

由於之前打印的劍刃太脆弱，
於是有這個想法，
結合輕、韌於一身的日本刀，

而這是making of的片段，
從構思、繪圖、打印、打磨及起模，
真空成形，組合及finishing，
也是一手一腳自己做的😙

但過程中常常忘記拍片，
會更努力紀錄給大家看看！


---------------------------------------------------------------------------
by: bustyle (HongKong) / black techology (HongKong)
facebook page: Bustyle (@buprint3d) / Black Tech (@blacktecheng)
Instagram: bustyle_3d / blacktech_engineering
e-mail:  bustyletech@gmail.com / peter.ng@blacktech.com.hk
other video: https://www.youtube.com/playlist?list=PLXu5tCyzvs_veld_f-Y3yHUFkCifTpVzO
---------------------------------------------------------------------------
曲(title)：神秘 / Japanese Mystery
楽曲提供(Download)：Soundmarche
http://soundmarche.com
---------------------------------------------------------------------------
楽曲提供(Download)：音の園
http://oto-no-sono.com/"
1. 工程知識入門 || 密度 Density,https://www.youtube.com/watch?v=3a1Hrz0qrOU,"工程知識對所有人黎講非常重要，由最簡單既加減乘除、代數、微積分等, 以至頗為複雜既航天科技，其實當中理論都可以應用於日常生活當中！
一連數集，我地會由淺入深，用我地獨特既方式，同大家分享下一啲工程知識！

第一集，會同大家講下Density - 密度.

Engineering knowledge is vitally important to everybody. As simple as arithmetic, algebra and calculus, or as difficult as rocket science, the theories behind these subjects can also be applied to daily life.
In coming weeks, we’ll be sharing some Engineering knowledge, starting from simple, in our own unique way.

In the first video, we’ll be talking about Density."
3D printed 1:50 scale model for industrial manufacturing || 3D打印工業比例模型【by Bustyle】,https://www.youtube.com/watch?v=_2IYLL8Vik4,"3D打印也可在工業製作中發揮功用！

這是1:50都比例模型，
在視覺、位置、大小上按比例模擬真實情況，
為客人於進行工業計劃前作出預算，
減少製作時的誤差。


3D printing is able to help in industrial manufacturing!

This is a 1:50 3D printed scale model. 
It simulates the manufacturing in real life in terms of vision, position, and size. 
It reduces errors at manufacturing.

感謝支持! 
Please Subscribe and like !=D
Thanks !

---------------------------------------------------------------------------
by: bustyle (HongKong)
facebook page: Bustyle (@buprint3d)
Instagram: bustyle_3d
e-mail:  bustyletech@gmail.com
other video: https://www.youtube.com/playlist?list=PLXu5tCyzvs_veld_f-Y3yHUFkCifTpVzO
---------------------------------------------------------------------------

歌曲
Interstellar Overdrive
演出者
Pink Floyd
專輯
The Piper At The Gates Of Dawn"
3D Print Respirator Accessory x Robot Dance 【by Bustyle】,https://www.youtube.com/watch?v=Zy7rJXVkyG4,"3D打印可以成就大事，
也可融入日常生活，
讓生活添加自己想要的元素，
就連跳舞也像跳入漫畫一樣!!

到底3D打印的可能性有多大呢？
我不知道，
所以我只會一直研究!!=D

去片！

3D printing creates great things and daily essentials at the same time.
It allows you to live how you want. 
Even dance like a manga character

How far would 3D printing go?
I don’t know.
just keep doing

Have fun and check this video out

感謝支持! 
Please Subscribe and like !=D
Thanks !
---------------------------------------------------------------------------
by: bustyle (HongKong)
facebook page: Bustyle (@buprint3d)
Instagram: bustyle_3d
e-mail:  bustyletech@gmail.com
other video: https://www.youtube.com/playlist?list=PLXu5tCyzvs_veld_f-Y3yHUFkCifTpVzO
---------------------------------------------------------------------------"
Hardness Test! 3D Printing x Carbon Fiber Shield [by Bustyle feat. BlackTech],https://www.youtube.com/watch?v=rDPL649nzEU,"今次想同香港嘅朋友介紹番一隻材料 - 碳纖維！

未知碳纖維係咩嘅朋友，
碳纖維簡單嚟講係一種又輕又硬嘅材料，
理論d講係耐腐蝕、高強度、耐高溫、耐摩擦、比重細。

片段中我地測試緊一個碳纖維盾嘅以上嘅性能！
而呢個盾嘅製作過程中都有3D打印嘅元素
到底兩種技術結合埋一齊能否製成更強大嘅作品呢！！！
介紹住咁多先，去片！

This time I would like to introduce a material to all of you. It is carbon fiber.

In short, carbon fiber is a light and hard material.
In detail, it has high stiffness, high strength, low weight, high temperature resistance and high chemical resistance.

In this video, we are testing the above performances of a carbon fiber shield.
3D printing is also included in the making process of the shield
Would a stronger finished product be made by mixing these two technologies?

Check this out

---------------------------------------------------------------------------
by: bustyle (HongKong) / black techology (HongKong)
facebook page: Bustyle (@buprint3d) / Black Tech (@blacktecheng)
Instagram: bustyle_3d / blacktech_engineering
e-mail:  bustyletech@gmail.com / peter.ng@blacktech.com.hk
other video: https://www.youtube.com/playlist?list=PLXu5tCyzvs_veld_f-Y3yHUFkCifTpVzO
---------------------------------------------------------------------------"
3D print Devil May Cry 5 Weapon 'Blue Rose' showcase【by Bustyle】,https://www.youtube.com/watch?v=XRttzTRXzrw,"This is 3D Printing Devil May Cry 5 Blue Rose
Model is not my draw / design
I have do some edit for this model
then print, post process, paint
Hope you enjoy the video

3D 打印整個模型後 加上 後期製作的左輪
沒有拍到處理的過程,影片比較短喔~
模型不是我繪畫的
我更改了一下圖後, 打印, 後處理, 上色

感謝支持! 
Please Subscribe and like !=D
Thanks !
---------------------------------------------------------------------------
by: bustyle (HongKong)
facebook page: Bustyle
Instagram: bustyle_3d
e-mail:  bulutang@gmail.com
other video: https://www.youtube.com/playlist?list=PLXu5tCyzvs_veld_f-Y3yHUFkCifTpVzO
---------------------------------------------------------------------------"
Free Download!  3d print Candy Box || 3D打印DIY新年全盒製作【by Bustyle】,https://www.youtube.com/watch?v=LfSrmajuk00,"Hello, 祝大家新年快樂!!!!
今次來個免費下載系列~
bustyle 已經upload了檔案上thingiverse 啦

如果你有一部3D Printer (need : L 300 x W300)
就可以自行打印呢個全盒啦~~
download完所有檔案後, 用膠水連接就可以
Link here!!
https://www.thingiverse.com/thing:4120672

感謝支持! 
Please Subscribe and like !=D
Thanks !

video :
some images Designed by Freepik

---------------------------------------------------------------------------
by: bustyle (HongKong)
facebook page: Bustyle
Instagram: bustyle_3d
e-mail:  bulutang@gmail.com
other video: https://www.youtube.com/playlist?list=PLXu5tCyzvs_veld_f-Y3yHUFkCifTpVzO
---------------------------------------------------------------------------"
4. 3D打印入門 || 3D打印 支撐物料基本概念【by Bustyle】,https://www.youtube.com/watch?v=DOnDrlPEQiM,"大家好!! 入門系列第4集!
今次講既係3D打印既支撐物料
因為FDM 3D打印機並不是萬能的
所以請了解一下喔~!

支撐物料 在切片軟件裹的可調的參數是很多的
在這先基本地帶過一下~有緣再詳細拍片解釋=]
關於水溶性物料大家可以search下 ""PVA Filament"" 睇下

希望幫到大家了解更多=]

感謝支持! 
Please Subscribe and like !=D
Thanks !

---------------------------------------------------------------------------
by: bustyle (HongKong)
facebook page: Bustyle
Instagram: bustyle_3d
e-mail:  bulutang@gmail.com
其他教學片段: https://www.youtube.com/playlist?list=PLXu5tCyzvs_vABPsUrC2ZhgkVB7mnnfJT
other video: https://www.youtube.com/playlist?list=PLXu5tCyzvs_veld_f-Y3yHUFkCifTpVzO
---------------------------------------------------------------------------"
3. 3D打印入門 || 3D打印時間【by Bustyle】,https://www.youtube.com/watch?v=e__9COS22fg,"*不錯意思,錯左小小* 
*是 'layer height' , 不是 'layer high'*

大家好!! 入門系列第3集!
今次講3D打印既打印時間
大家都會好想知點先可以印快D既 / 個野印幾耐

而家就講解一下 咩setting/換咩頭 就可以印到自己想要既野啦
某D物件需大量生產,又唔洗靚既時候
可以試下換下口徑比較大既咀頭啦~
而某D物件想detail d, 都可以轉下細mm既玩下

**layer height 既上限 必須 小於 咀頭直徑
**通常打印機都使用0.4mm嘴頭, 大家可試試更換

希望幫到大家了解更多=]

感謝支持! 
Please Subscribe and like !=D
Thanks !

---------------------------------------------------------------------------
by: bustyle (HongKong)
facebook page: Bustyle
Instagram: bustyle_3d
e-mail:  bulutang@gmail.com
其他教學片段: https://www.youtube.com/playlist?list=PLXu5tCyzvs_vABPsUrC2ZhgkVB7mnnfJT
other video: https://www.youtube.com/playlist?list=PLXu5tCyzvs_veld_f-Y3yHUFkCifTpVzO
---------------------------------------------------------------------------"
2. 3D打印入門 ||  檔案分類和打印流程(FDM)【by Bustyle】,https://www.youtube.com/watch?v=CwDWKL8p-fU,"大家好! 入門系列第2集!
3D打印既檔案分類及打印流程!
粗略咁去講解一下 打印世界既思路大概係點
匯出一個適合既file 去打印吧!!!
希望可以幫助到大家去明白打印機既運作=]

**大家都可以直接連接電腦去打印,咁就可以唔洗用SD Card
**本人使用marlin

八爪魚免費下載 Link: (STL)
https://www.thingiverse.com/thing:3495390

(唔好意思haa  3D打印機個LCD MON有兩隻昆蟲死屍haha)

感謝支持
Please Subscribe and like !=D
Thanks !

---------------------------------------------------------------------------
by: bustyle (HongKong)
facebook page: Bustyle
Instagram: bustyle_3d
e-mail:  bulutang@gmail.com
其他教學片段: https://www.youtube.com/playlist?list=PLXu5tCyzvs_vABPsUrC2ZhgkVB7mnnfJT
other 3d printing video: https://www.youtube.com/playlist?list=PLXu5tCyzvs_veld_f-Y3yHUFkCifTpVzO
---------------------------------------------------------------------------"
1. 3D打印入門 || XYZ 如何立體成形【by Bustyle】,https://www.youtube.com/watch?v=76jZUJ3dOBk,"大家好!!
第一次拍教學片
就粗略咁介紹下3D 打印 既運作原理
同埋大概點樣去形成物件
希望可以幫助到大家去明白打印機既運作=]

感謝支持! 
Please Subscribe and like !=D
Thanks !

---------------------------------------------------------------------------
by: bustyle (HongKong)
facebook page: Bustyle
Instagram: bustyle_3d
e-mail:  bulutang@gmail.com
other video: https://www.youtube.com/playlist?list=PLXu5tCyzvs_veld_f-Y3yHUFkCifTpVzO
---------------------------------------------------------------------------"
3d print helmet showcase || 戰士頭盔製作【by Bustyle】,https://www.youtube.com/watch?v=USwNfSbEBNg,"製作時沒有去拍太多影片~
就拍了大概的出來=D
就當作展示地看看吧!!
這是一個 1:1 可帶上的頭盔=]
後製是很不簡單啊!!

頭盔是分為5部分打印再連接再一起的
全部都是使用3D 打印 (FDM) 技術

感謝支持! 
Please Subscribe and like !=D
Thanks !

---------------------------------------------------------------------------
by: bustyle (HongKong)
facebook page: Bustyle
Instagram: bustyle_3d
e-mail:  bulutang@gmail.com
other video: https://www.youtube.com/playlist?list=PLXu5tCyzvs_veld_f-Y3yHUFkCifTpVzO
---------------------------------------------------------------------------"
3DPrint x 扭蛋 x 街舞 battle x TTF || Capsule Trophy【by Bustyle】,https://www.youtube.com/watch?v=0wWw2SyDUJg,"感謝To the funk session 再次邀請製作獎杯
這次Vol.2 使用拼裝扭蛋的設計 與3D打印技術去完成作品

扭蛋公仔分為8款:
1. 冠金式 Open side Locking Champion 
2. 冠金式 Rookie side Locking Champion
3. 初代式 Open side Locking 1st Runner Up
4. 貳代式 Rookie side Locking 1st Runner Up
5. 熱紅式 Uni Battle Champion
6. 騰空式 Guest Judge Meng
7. IP式 Guest Judge Baby Fresh
8. To The Funk 紀念式

本次Bustyle破天荒嘗試以極精細打印技術
製作小巧精緻的扭蛋玩具
只有少量零件經打磨處理
另外非常感謝To The Funk的支援與配合
大家一起感受3D打印的熱情吧!!

感謝支持! Please Subscribe and like !=D
Thanks !

---------------------------------------------------------------------------
by: bustyle (HongKong)
facebook page: Bustyle
Instagram: bustyle_3d
e-mail:  bulutang@gmail.com
other video: https://www.youtube.com/playlist?list=PLXu5tCyzvs_veld_f-Y3yHUFkCifTpVzO
---------------------------------------------------------------------------"
3D print spinner top by Bustyle,https://www.youtube.com/watch?v=hltf6hgRDis,"This is simple 3D-print spinner top made by me.

Enjoy!! you can print it by yourself.

Free download in thingiverse!!

https://www.thingiverse.com/thing:3646458

---------------------------------------------------------------------------
by: bustyle (HongKong)
facebook page: Bustyle
Instagram: bustyle_3d
e-mail:  bulutang@gmail.com
other video: https://www.youtube.com/playlist?list=PLXu5tCyzvs_veld_f-Y3yHUFkCifTpVzO
---------------------------------------------------------------------------"
組裝吧！3D打印機 || Making 3D printer quick review 【by Bustyle】,https://www.youtube.com/watch?v=Jw82WUGHyfQ,"這是我組裝3D打印機的過程，
主要的組裝零件都是由我親自設計和電子繪圖畫上，
然後用3D打印製作出來，
再重新裝嵌成新的3D打印機，
一起享受3D打印的樂趣吧！

This is a record of me making 3D printer.
The draft of the print is designed and drawn by myself.
Different parts of the print are printed and then being combined again to be a brand new one.
Let's enjoy 3D printing! =]

---------------------------------------------------------------------------
by: bustyle (HongKong)
facebook page: Bustyle
Instagram: bustyle_3d
e-mail:  bulutang@gmail.com
other video: https://www.youtube.com/playlist?list=PLXu5tCyzvs_veld_f-Y3yHUFkCifTpVzO
---------------------------------------------------------------------------"
3D 打印 DIY 新年全盒,https://www.youtube.com/watch?v=BZ9ao4WPPNo,"各位新年快樂=D
這次用了3D打印 DIY了一個全盒來迎接新年=D
配合了FDM, LCD 打印方法, 也有上色的部份喔~
(** 是有陰影和岩岩慚慚的桔子喔*_*)
但因為時間不足~,成品有點缺憾~~不好意思喔...!
剪片也比較趕急XD, 因為新年到來了!!
(**大吉大利用了""利""的圖案來表達喔!!!!)

祝大家~~~新年快樂, 年年有餘, 步步高升, 大吉大利!!

喜歡的話請給我LIKE =D 也可以SHARE開去=]
下面有我的Instagram 和 Facebook喔

This is DIY Chinese New Year Candy Box !!!
all parts make by 3d printing=D
hope you enjoy the video!!!

---------------------------------------------------------------------------
by: bustyle (HongKong)
facebook page: Bustyle
Instagram: bustyle_3d
e-mail:  bulutang@gmail.com
other video: https://www.youtube.com/playlist?list=PLXu5tCyzvs_veld_f-Y3yHUFkCifTpVzO
---------------------------------------------------------------------------"
3d print locking battle (Locking Forward) Trophy,https://www.youtube.com/watch?v=DJCVH4Rp14w,"Thank you ""LOCKING FORWARD"" for inviting to make the champion trophy.
The idea is from the battle's poster, making the 2D musicians into 3D :D
The whole trophy is gold in colour.
As I am also dancer, i know dancers dance with passion.
Therefore I was also making this trophy with passion =D
 Using 3D print to contribute to HK dance industry :)

這次的作品是3D打印跳舞比賽的冠軍獎座=D
感謝""LOCKING FORWARD"" 邀請製作冠軍獎座
獎座以海報圖案作為參考=D
最後做成了卡通模樣的獎座~
這次用了全金色 (感謝DESIGNER) 來展示了冠軍的感覺
因為本人也是跳舞的~知道舞者用心跳舞
本人也會用心去製作=D
希望3D打印也能幫跳舞界出一分力!!

感謝每位看影片的朋友!!

___________________________________________________________

by: bustyle (HongKong)
facebook page: Bustyle
Instagram: bustyle_3d
e-mail:  bustyletech@gmail.com"
3d print CR1220 battery box,https://www.youtube.com/watch?v=t6yUk2cfWiM,"This is my design
its for CR1220 battery (or same height battery)
very useful!!
hope you enjoy!!!

Thanks and please like and share =]!

by: bustyle (HongKong)
facebook page: Bustyle
Instagram: bustyle_3d
e-mail:  bulutang@gmail.com

other video:
https://www.youtube.com/playlist?list=PLXu5tCyzvs_veld_f-Y3yHUFkCifTpVzO"
3d print locking battle (To the funk session vol1) Trophy,https://www.youtube.com/watch?v=5dntfjUPEMs,"中文請往下拉=]

This is the 3D print trophy for To The Funk Session Vol1.
The idea of the design is the body movement of a locker.
I referred to a lot of dance videos when drawing the draft.
It is really a great combination of our daily lives and 3D printing.

To make it realistic of the trophy dancer, the spray painting is complicated for making it more detailed, like creating the crease of clothes . As all of the dancers in real life put on full passion to dance, I have no doubt to create this trophy with my full energy too.

It is my honour and great experience to be participated in the production crew of this dance battle as it was the first time since I dance.

I look forward to contribute to more different industries by using 3D printing.

之前用3D打印為""To The Funk Session Vol1""  製作冠軍的獎座，
因為獎座的構思結合到人的跳舞時的動態，
在畫圖前參考了很多大家跳舞的影片，
覺得3D打印真的很能融合我們的生活。

在製作上，運用了較複雜的技巧噴油，
獎座人的衣服和褲都用色彩噴上陰影效果，
使其外型更立體。
因為跳舞時的大家都很用心，所以我也要用心製作屬於你們的獎座😘

首次能參與跳舞比賽的幕後製作，
對於跳舞這麼久的我來說是件很高興的事，
希望將來有機會參與更多關於各個業界的製作，
用3D打印為大家的生活出一分力

Thanks and please like and share =]!

___________________________________________________________

by: bustyle (HongKong)
facebook page: Bustyle
Instagram: bustyle_3d
e-mail:  bulutang@gmail.com

other video:
https://www.youtube.com/playlist?list=PLXu5tCyzvs_veld_f-Y3yHUFkCifTpVzO"
"3D print cartoon character, Its called Lu Jai",https://www.youtube.com/watch?v=sBkI483nBvE,"thanks for invite me to draw, print and paint 3D Lu Jai
this character is not my design =]

I just convert from 2d to 3d

its come from a HongKong new entertainment company!
its called 'FestiMals Entertainment' !!
please support~!!

Also like and share=D
___________________________________________________________

by: bustyle (HongKong)
facebook page: Bustyle
Instagram: bustyle_3d
e-mail:  bulutang@gmail.com

other video:
https://www.youtube.com/playlist?list=PLXu5tCyzvs_veld_f-Y3yHUFkCifTpVzO"
3d print mother's day flower with led!!,https://www.youtube.com/watch?v=3_82aqzXA48,"This is a special flower for mother's day!!
its with blue led!

this is the making of video,

model free download here!!! you can print yourself!!

https://www.thingiverse.com/thing:2907047

Enjoy!!

這次自己製作了一朵花給媽媽=D
因為覺得買的不夠誠意啊!!
花~也要自己制作的, 也加上了浪漫的音樂做BGM了呢 XD
當然也請留意我的專頁及IG, 我會加一個底座給他呢!

Thanks and please like and share =]!

___________________________________________________________

by: bustyle (HongKong)
facebook page: Bustyle
Instagram: bustyle_3d
e-mail:  bulutang@gmail.com

other video:
https://www.youtube.com/playlist?list=PLXu5tCyzvs_veld_f-Y3yHUFkCifTpVzO"
3D Print Acgoose,https://www.youtube.com/watch?v=q1lHwRubOW4,"Acgoose is a social enterprise

and this is a 3d print mascot =]

If you free, please visit him !!!

by: bustyle (HongKong)
facebook page: Bustyle
Instagram: bustyle_3d
e-mail:  bulutang@gmail.com"
3D Print Ghost pirate (making of video),https://www.youtube.com/watch?v=CdILxMRbBto,"This is my big 3D-print project, called ""Ghost Pirate"".
I joined a 3D-print model competition with this model
and got the 1st runner up luckily!!
This is the making of video,
I made this Ghost Pirate for round 5 - 6 months
Enjoy the video!!

2017年10月我很幸運拿到了亞軍
這隻模型(幽靈海盜)
從構思,設計,繪圖,打印,組合,上色,加燈也是一手包辦
我用了大約5至6個月去製作他
拍下了製作過程,也濃縮成為2分鐘左右的影片
請大家欣賞。

因為影片太多太複雜,所以現在才有影片喔
也感謝我的朋友幫忙製作這影片。

by: bustyle (HongKong)
facebook page: Bustyle
Instagram: bustyle_3d
e-mail:  bulutang@gmail.com / tang11wai@hotmail.com

_______________________________________________________
► Music Credit: OurMusicBox (Jay Man)
Track Name: ""Fighting On""
Music By: Jay Man @ https://ourmusicbox.com/
Official ""OurMusicBox"" YouTube Channel: http://www.youtube.com/c/ourmusicbox
License for commercial use: Creative Commons Attribution 4.0 International (CC BY 4.0) https://creativecommons.org/licenses/...
Music promoted by NCM https://goo.gl/fh3rEJ 
__________________________________________________________"
3d print drummer nutcracker making of,https://www.youtube.com/watch?v=PRI46sVprt8,"I forgot record printing and drawing video.

please enjoy, haha!! (height around 33cm)

Happy new year!!!

雖然過了聖誕,因為製作影片需要時間=]
最後分享一下製作過程 (這隻忘了紀錄打印和繪圖過程)
整隻都是3D 打印的喔

如果喜歡,請LIKE SHARE喔!!

by: bustyle (HongKong)
facebook page: Bustyle
Instagram: bustyle_3d
e-mail:  bulutang@gmail.com / tang11wai@hotmail.com

Morning Sun by Nicolai Heidlas Music 
https://soundcloud.com/nicolai-heidlas
Creative Commons — Attribution 3.0 Unported— CC BY 3.0 
http://creativecommons.org/licenses/b...
Music provided by Audio Library https://youtu.be/UzCFTyluxic"
